unit,isced11,indic_wb,sex,age,time\geo	EU 	EU28 	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	UK 	IS 	NO 	CH 	RS 	TR 
RTG,ED3_4,PLCTST,M,Y35-49,2013	5.8 	5.8 	6.1 	3.6 	4.8 	7.6 	6.1 	5.7 	7.0 	4.9 	5.5 	5.4 	: 	5.9 	4.9 	5.3 	5.5 	5.9 	5.5 	6.5 	6.4 	7.1 	5.0 	5.4 	6.5 	5.3 	4.1 	8.0 	6.8 	6.0 	7.8 	7.1 	7.2 	4.0 	6.1 
RTG,ED3_4,PLCTST,M,Y50-64,2013	5.8 	5.8 	6.0 	3.6 	4.4 	7.8 	6.2 	5.6 	7.2 	5.0 	5.7 	5.5 	: 	6.2 	4.5 	4.9 	5.6 	5.7 	5.4 	6.4 	6.5 	7.1 	5.0 	5.3 	6.3 	5.3 	4.1 	8.0 	6.6 	6.2 	7.7 	7.4 	7.2 	4.1 	6.1 
RTG,ED3_4,PLCTST,M,Y65-74,2013	6.1 e	6.1 e	5.9 	3.6 	4.6 	8.4 	6.6 	6.0 	7.3 	5.2 	6.2 	5.8 	: 	6.5 	5.1 	5.3 	5.9 	5.8 	5.7 	6.4 u	6.4 	7.2 	5.3 	5.2 u	6.0 	5.6 	4.4 	8.4 	6.5 	6.3 	8.3 	7.2 	7.5 	4.6 	5.7 
RTG,ED3_4,PLCTST,M,Y_GE16,2013	5.8 	5.8 	6.0 	3.5 	4.7 	7.8 	6.3 	5.9 	6.7 	4.8 	5.5 	5.5 	: 	5.9 	4.5 	5.3 	5.7 	5.9 	5.6 	6.3 	6.4 	7.1 	5.0 	5.4 	6.4 	5.3 	4.1 	8.0 	6.7 	6.1 	7.7 	7.2 	7.2 	4.1 	6.0 
RTG,ED3_4,PLCTST,M,Y_GE75,2013	6.6 e	6.6 e	6.3 	3.4 	4.9 	8.3 	7.2 	6.2 	7.9 u	5.8 	6.5 	6.4 	: 	6.8 	5.9 	5.9 	6.1 	6.6 	6.1 	: u	6.9 	7.5 	5.5 	: u	6.2 	6.0 	4.8 	8.3 	7.2 	6.8 	7.8 u	7.5 	8.0 	5.0 	6.7 u
RTG,ED3_4,PLCTST,T,Y16-24,2013	5.8 	5.8 	6.1 	3.6 	5.2 	7.7 	6.2 	6.0 	6.0 	4.4 	5.0 	5.0 	: 	5.4 	4.2 	5.9 	6.2 	5.9 	5.8 	6.0 	6.6 	7.1 	5.0 	5.6 	6.4 	5.5 	4.4 	8.1 	7.0 	6.1 	7.6 	7.4 	6.9 	4.0 	6.1 
RTG,ED3_4,PLCTST,T,Y25-34,2013	5.6 	5.6 	5.8 	3.4 	5.0 	7.6 	5.8 	6.2 	6.1 	4.7 	5.3 	5.1 	: 	5.4 	4.2 	5.5 	5.7 	6.1 	5.7 	6.3 	6.1 	6.9 	4.9 	5.4 	6.6 	5.3 	4.1 	7.9 	6.9 	6.0 	7.5 	6.8 	7.0 	4.0 	6.1 
RTG,ED3_4,PLCTST,T,Y35-49,2013	5.8 	5.8 	6.0 	3.6 	4.8 	7.8 	6.1 	5.7 	6.8 	4.9 	5.5 	5.3 	: 	5.8 	4.7 	5.3 	5.7 	6.0 	5.6 	6.5 	6.5 	7.2 	5.1 	5.3 	6.5 	5.3 	4.2 	8.1 	7.0 	6.1 	7.7 	7.3 	7.3 	4.0 	6.2 
RTG,ED3_4,PLCTST,T,Y50-64,2013	5.9 	5.9 	6.0 	3.5 	4.6 	7.9 	6.2 	5.7 	7.0 	4.9 	5.6 	5.5 	: 	6.1 	4.6 	5.0 	5.7 	5.7 	5.5 	6.3 	6.5 	7.1 	5.1 	5.2 	6.3 	5.4 	4.2 	8.1 	6.9 	6.2 	7.8 	7.5 	7.3 	4.1 	6.0 
RTG,ED3_4,PLCTST,T,Y65-74,2013	6.2 	6.2 	6.0 	3.6 	4.7 	8.3 	6.6 	5.9 	7.5 	5.2 	6.0 	5.9 	: 	6.4 	5.3 	5.3 	6.0 	5.7 	5.8 	6.5 	6.6 	7.3 	5.2 	5.8 	6.2 	5.9 	4.5 	8.4 	6.9 	6.6 	8.3 	7.4 	7.5 	4.7 	5.2 
RTG,ED3_4,PLCTST,T,Y_GE16,2013	5.9 	5.9 	6.0 	3.5 	4.8 	7.9 	6.2 	5.9 	6.7 	4.8 	5.5 	5.5 	: 	5.8 	4.6 	5.4 	5.8 	5.9 	5.7 	6.3 	6.5 	7.1 	5.1 	5.4 	6.4 	5.5 	4.2 	8.1 	7.0 	6.2 	7.8 	7.4 	7.3 	4.2 	6.1 
RTG,ED3_4,PLCTST,T,Y_GE75,2013	6.6 e	6.6 e	6.4 	3.6 	5.2 	8.3 	7.1 	6.3 	7.8 	5.8 	6.5 	6.4 	: 	6.7 	5.7 	5.9 	5.6 	6.4 	6.2 	7.1 u	6.9 	7.6 	5.7 	5.2 u	6.3 	6.0 	4.6 	8.6 	7.5 	7.1 	8.0 	7.8 	8.1 	5.2 	6.5 u
RTG,ED3_4,PLTTST,F,Y16-24,2013	3.9 	3.9 	5.1 	2.5 	4.6 	6.2 	5.0 	4.6 	3.7 	2.0 	2.0 	3.2 	3.0 	2.3 	2.8 	4.6 	5.6 	5.3 	4.7 	5.1 	6.2 	4.7 	4.0 	2.1 	5.0 	2.5 	4.0 	6.6 	5.9 	4.1 	4.8 	6.3 	6.6 	3.0 	4.6 
RTG,ED3_4,PLTTST,F,Y25-34,2013	3.4 	3.4 	4.0 	2.5 	4.0 	6.2 	4.5 	4.1 	3.0 	2.1 	2.1 	2.6 	2.4 	2.0 	2.4 	3.7 	4.5 	5.0 	4.4 	5.5 	5.1 	4.3 	3.1 	1.6 	5.1 	1.5 	3.3 	6.1 	5.3 	3.6 	4.4 	5.7 	6.2 	2.9 	4.5 
RTG,ED3_4,PLTTST,F,Y35-49,2013	3.4 	3.4 	4.2 	2.4 	3.7 	5.9 	4.6 	4.1 	2.9 	1.9 	1.5 	2.6 	2.7 	2.0 	2.6 	3.2 	4.2 	4.7 	4.4 	5.5 	5.5 	4.3 	3.3 	1.6 	5.0 	1.4 	3.3 	5.9 	5.2 	3.3 	3.9 	5.8 	6.3 	2.9 	4.5 
RTG,ED3_4,PLTTST,F,Y50-64,2013	3.6 	3.6 	4.3 	2.4 	3.4 	5.9 	4.5 	3.9 	3.0 	2.0 	1.8 	3.0 	3.2 	2.1 	2.6 	3.1 	4.1 	4.6 	4.4 	5.6 	5.4 	4.1 	3.3 	1.5 	4.8 	1.6 	3.3 	5.7 	5.5 	3.5 	3.7 	5.8 	6.3 	3.3 	4.1 
RTG,ED3_4,PLTTST,F,Y65-74,2013	4.0 e	4.0 e	4.9 	2.7 	3.3 	5.7 	5.1 	4.3 	3.0 	2.4 	3.4 	3.2 	3.3 	2.1 	3.2 	3.5 	4.5 	5.0 	4.7 	5.7 u	5.5 	4.1 	3.4 	3.3 u	4.9 	2.0 	3.8 	5.7 	5.3 	4.0 	3.4 	5.9 	6.4 	3.9 	2.6 u
RTG,ED3_4,PLTTST,F,Y_GE16,2013	3.7 	3.7 	4.4 	2.5 	3.7 	5.9 	4.7 	4.1 	3.1 	2.0 	1.9 	2.9 	3.0 	2.1 	2.7 	3.5 	4.4 	4.8 	4.5 	5.4 	5.5 	4.3 	3.3 	1.7 	4.9 	1.7 	3.4 	6.0 	5.5 	3.6 	3.9 	5.9 	6.4 	3.1 	4.5 
RTG,ED3_4,PLTTST,F,Y_GE75,2013	4.3 e	4.3 e	4.8 	2.9 	3.8 	5.6 	5.5 	4.2 	3.6 	2.8 	1.8 	3.5 	3.8 	2.5 	3.6 u	3.9 	4.0 	5.0 u	5.1 	: u	5.7 	4.4 	3.7 	: u	4.8 	1.8 	3.8 	6.1 	5.4 	4.1 	2.4 u	6.0 	6.7 	4.2 	: u
RTG,ED3_4,PLTTST,M,Y16-24,2013	3.9 e	3.9 e	4.9 	2.4 	4.1 	5.8 	5.1 	4.4 	3.3 	1.9 	2.0 	3.2 	2.9 	2.7 	2.2 	4.4 	5.2 	4.5 u	4.8 	5.5 	6.0 	4.6 	3.5 	2.3 	4.9 	1.8 	3.5 	5.9 	5.3 	4.0 	4.0 	5.5 	6.6 	3.0 	4.7 
RTG,ED3_4,PLTTST,M,Y25-34,2013	3.3 	3.3 	4.3 	2.5 	3.7 	5.5 	4.3 	4.6 	3.1 	1.7 	1.9 	2.3 	2.1 	2.1 	2.1 	3.8 	4.3 	5.4 	4.4 	5.8 	4.9 	4.2 	3.2 	2.1 	5.1 	1.7 	3.1 	5.3 	4.8 	3.5 	3.1 	5.1 	6.3 	2.9 	4.7 
RTG,ED3_4,PLTTST,M,Y35-49,2013	3.4 	3.4 	4.2 	2.5 	3.7 	6.0 	4.5 	4.2 	3.2 	1.9 	1.9 	2.6 	2.5 	2.0 	2.5 	3.1 	4.0 	4.7 	4.2 	5.1 	5.3 	4.2 	3.2 	1.6 	4.9 	1.7 	3.3 	5.5 	5.5 	3.2 	3.4 	5.4 	6.3 	2.9 	4.7 
RTG,ED3_4,PLTTST,M,Y50-64,2013	3.6 	3.6 	4.0 	2.5 	3.3 	5.9 	4.7 	3.8 	3.3 	1.8 	2.1 	2.9 	2.7 	2.2 	2.4 	2.8 	4.0 	4.5 	4.2 	5.5 	5.4 	4.1 	3.3 	1.7 	4.7 	1.6 	3.3 	5.5 	5.4 	3.4 	2.9 	5.9 	6.4 	3.3 	4.5 
RTG,ED3_4,PLTTST,M,Y65-74,2013	4.0 e	4.0 e	4.5 	2.4 	3.3 	6.1 	5.2 	4.4 	3.6 	2.3 	3.0 	3.1 	2.7 	2.4 	3.2 	3.2 	4.2 	4.9 	4.7 	6.7 u	5.1 	4.4 	3.7 	2.4 u	4.5 	1.8 	3.5 	5.9 	5.4 	3.4 	3.3 	5.4 	6.6 	3.8 	4.9 
RTG,ED3_4,PLTTST,M,Y_GE16,2013	3.6 	3.6 	4.3 	2.5 	3.6 	5.9 	4.8 	4.2 	3.2 	1.9 	2.0 	2.8 	2.6 	2.2 	2.4 	3.3 	4.2 	4.9 	4.4 	5.6 	5.3 	4.3 	3.3 	1.9 	4.8 	1.7 	3.3 	5.6 	5.4 	3.5 	3.2 	5.5 	6.5 	3.2 	4.7 
RTG,ED3_4,PLTTST,M,Y_GE75,2013	4.3 e	4.3 e	4.4 	2.7 	3.4 	6.0 	5.5 	4.8 	3.0 u	2.6 	2.5 	3.3 	3.4 	2.4 	4.1 	3.5 	4.7 	5.6 	4.9 	: u	5.4 	4.5 	3.6 	: u	4.6 	2.0 	3.9 	6.3 	6.0 	4.0 	2.9 	6.0 	6.9 	4.2 	5.0 u
RTG,ED3_4,PLTTST,T,Y16-24,2013	3.9 	3.9 	5.0 	2.5 	4.3 	6.1 	5.1 	4.5 	3.5 	2.0 	2.0 	3.2 	3.0 	2.5 	2.5 	4.5 	5.4 	4.9 	4.7 	5.3 	6.1 	4.7 	3.8 	2.2 	5.0 	2.1 	3.7 	6.3 	5.6 	4.0 	4.4 	5.9 	6.6 	3.0 	4.7 
RTG,ED3_4,PLTTST,T,Y25-34,2013	3.4 	3.4 	4.2 	2.5 	3.8 	5.8 	4.4 	4.4 	3.0 	1.9 	2.0 	2.5 	2.3 	2.1 	2.2 	3.8 	4.3 	5.2 	4.4 	5.7 	5.0 	4.2 	3.2 	1.8 	5.1 	1.6 	3.2 	5.6 	5.0 	3.5 	3.6 	5.3 	6.3 	2.9 	4.6 
RTG,ED3_4,PLTTST,T,Y35-49,2013	3.4 	3.4 	4.2 	2.4 	3.7 	6.0 	4.6 	4.1 	3.0 	1.9 	1.7 	2.6 	2.6 	2.0 	2.6 	3.1 	4.1 	4.7 	4.3 	5.3 	5.4 	4.3 	3.2 	1.6 	4.9 	1.6 	3.3 	5.6 	5.4 	3.3 	3.6 	5.6 	6.3 	2.9 	4.6 
RTG,ED3_4,PLTTST,T,Y50-64,2013	3.6 	3.6 	4.2 	2.5 	3.3 	5.9 	4.6 	3.8 	3.2 	1.9 	1.9 	2.9 	3.0 	2.1 	2.5 	3.0 	4.1 	4.6 	4.3 	5.5 	5.4 	4.1 	3.3 	1.6 	4.7 	1.6 	3.3 	5.6 	5.5 	3.5 	3.2 	5.9 	6.3 	3.3 	4.3 
RTG,ED3_4,PLTTST,T,Y65-74,2013	4.0 	4.0 	4.7 	2.6 	3.3 	5.9 	5.2 	4.3 	3.2 	2.3 	3.2 	3.1 	3.0 	2.2 	3.2 	3.4 	4.4 	5.0 	4.7 	6.4 	5.3 	4.2 	3.5 	2.7 	4.7 	1.9 	3.6 	5.8 	5.4 	3.8 	3.3 	5.6 	6.5 	3.9 	4.1 
RTG,ED3_4,PLTTST,T,Y_GE16,2013	3.6 	3.6 	4.4 	2.5 	3.6 	5.9 	4.8 	4.2 	3.1 	2.0 	1.9 	2.8 	2.8 	2.2 	2.5 	3.4 	4.3 	4.9 	4.4 	5.5 	5.4 	4.3 	3.3 	1.8 	4.9 	1.7 	3.4 	5.8 	5.4 	3.6 	3.5 	5.7 	6.4 	3.2 	4.6 
RTG,ED3_4,PLTTST,T,Y_GE75,2013	4.3 e	4.3 e	4.6 	2.8 	3.7 	5.8 	5.5 	4.3 	3.4 	2.7 	2.2 	3.4 	3.6 	2.5 	3.9 	3.8 	4.2 	5.3 	5.0 	6.2 u	5.5 	4.5 	3.7 	2.2 u	4.7 	1.9 	3.8 	6.1 	5.7 	4.1 	2.7 	6.0 	6.8 	4.2 	4.6 u
RTG,ED5-8,LEGTST,F,Y16-24,2013	: 	5.1 u	5.9 	3.2 u	4.7 u	: u	5.6 u	5.6 u	4.7 u	3.7 u	3.3 	4.8 	: u	3.7 u	3.5 	5.7 u	6.1 u	: u	5.6 	3.8 u	6.2 u	6.5 u	5.0 	3.7 u	6.4 u	: u	4.5 	7.5 u	6.7 	5.9 	: u	7.7 u	6.9 u	4.4 u	: 
RTG,ED5-8,LEGTST,F,Y25-34,2013	: 	5.2 	5.6 	3.8 	4.7 	8.0 	6.2 	6.1 	5.7 	4.0 	3.1 	5.2 	3.9 	4.0 	3.6 	5.0 	5.4 	6.4 	5.8 	5.3 	6.9 	6.8 	4.8 	3.7 	6.2 	3.5 	4.1 	7.6 	7.0 	6.1 	6.1 	7.5 	7.4 	3.3 	: 
RTG,ED5-8,LEGTST,F,Y35-49,2013	: 	5.2 	5.6 	3.6 	4.4 	7.9 	6.0 	5.7 	5.5 	4.3 	3.3 	5.0 	3.9 	4.4 	3.7 	5.2 	5.2 	5.9 	5.5 	4.9 	6.8 	6.2 	4.6 	3.5 	5.9 	3.2 	4.2 	7.7 	7.2 	6.1 	6.1 	7.5 	7.3 	3.4 	: 
RTG,ED5-8,LEGTST,F,Y50-64,2013	: 	5.2 	5.3 	3.5 	4.1 	7.8 	5.4 	5.3 	5.5 	4.3 	3.5 	5.2 	3.5 	4.5 	4.0 	4.7 	4.8 	6.0 	5.2 	5.4 	6.7 	7.0 	4.5 	3.1 	5.9 	2.9 	3.6 	7.4 	6.9 	5.8 	6.2 	7.5 	7.1 	3.0 	: 
RTG,ED5-8,LEGTST,F,Y65-74,2013	: 	5.3 e	5.5 	3.6 	4.2 	8.2 	5.4 	5.0 	5.9 	4.6 	3.7 	5.1 	3.8 	4.0 	4.9 	4.6 	5.0 	6.0 u	5.2 	5.7 u	6.5 	7.0 	4.5 	3.0 	5.5 	2.6 	4.2 	7.6 	6.7 	6.0 	5.9 u	7.7 	7.0 	3.5 	: 
RTG,ED5-8,LEGTST,F,Y_GE16,2013	: 	5.2 	5.5 	3.6 	4.4 	7.9 	5.8 	5.6 	5.5 	4.2 	3.3 	5.1 	3.8 	4.3 	3.8 	5.0 	5.2 	6.1 	5.5 	5.2 	6.7 	6.7 	4.7 	3.5 	6.0 	3.1 	4.1 	7.6 	7.0 	6.0 	6.1 	7.5 	7.2 	3.3 	: 
RTG,ED5-8,LEGTST,F,Y_GE75,2013	: 	5.7 e	5.4 	3.3 	4.5 u	7.9 u	6.0 	5.5 	6.0 	4.0 u	4.1 	5.2 	3.7 u	3.9 	5.6 u	4.9 	4.8 	: u	5.9 	: u	6.7 	6.6 u	4.5 	4.1 u	5.4 u	2.7 u	: u	8.0 	7.3 	6.5 	: u	7.7 u	7.4 u	3.1 u	: 
RTG,ED5-8,LEGTST,M,Y16-24,2013	: 	: u	5.6 u	: u	: u	: u	6.3 u	: u	: u	2.7 u	3.0 	4.5 	: u	: u	3.7 u	: u	5.5 u	: u	6.1 u	4.6 u	6.6 u	: u	4.5 u	: u	: u	: u	4.6 	: u	6.8 u	6.2 	: u	7.7 u	7.2 u	: u	: 
RTG,ED5-8,LEGTST,M,Y25-34,2013	: 	5.4 e	5.5 	3.3 	4.9 	8.0 	6.5 	6.2 	5.4 	3.7 	3.4 	5.4 	3.2 u	4.2 	3.2 	5.3 	5.2 	6.4 	5.6 	5.2 	6.8 	6.6 	4.7 	3.0 	6.0 	3.0 	4.3 	7.5 	7.0 	6.1 	6.5 	7.9 	7.4 	3.4 	: 
RTG,ED5-8,LEGTST,M,Y35-49,2013	: 	5.4 	5.7 	3.9 	4.5 	8.0 	6.5 	5.9 	5.6 	4.1 	3.3 	5.2 	4.3 	4.5 	3.4 	4.7 	5.7 	6.0 	5.7 	4.9 	6.9 	6.5 	4.3 	3.5 	5.7 	3.0 	3.7 	7.6 	7.1 	6.1 	6.2 	7.7 	7.6 	3.2 	: 
RTG,ED5-8,LEGTST,M,Y50-64,2013	: 	5.4 	5.4 	3.7 	4.0 	7.9 	5.9 	5.5 	5.2 	4.5 	3.4 	5.4 	3.7 	4.6 	4.2 	4.4 	4.5 	5.8 	5.1 	5.2 	6.8 	6.4 	4.1 	3.2 	6.0 	2.9 	3.5 	7.6 	6.9 	6.0 	6.6 	7.5 	7.5 	3.4 	: 
RTG,ED5-8,LEGTST,M,Y65-74,2013	: 	5.4 	5.2 	3.5 	3.6 	7.7 	6.0 	5.0 	5.6 	4.8 	3.7 	4.9 	3.5 	4.3 	4.8 	4.1 	4.9 	6.1 	5.3 	5.3 	6.6 	6.5 	4.7 	3.1 	5.8 	2.7 	3.8 	7.7 	7.0 	5.8 	6.3 u	7.7 	7.1 	3.4 	: 
RTG,ED5-8,LEGTST,M,Y_GE16,2013	: 	5.4 	5.5 	3.6 	4.4 	7.9 	6.2 	5.7 	5.4 	4.1 	3.4 	5.2 	3.8 	4.4 	3.7 	4.8 	5.1 	6.0 	5.5 	5.1 	6.8 	6.5 	4.4 	3.3 	5.9 	3.0 	3.9 	7.6 	7.0 	6.1 	6.4 	7.7 	7.4 	3.4 	: 
RTG,ED5-8,LEGTST,M,Y_GE75,2013	: 	5.8 e	5.6 	3.6 	4.3 	7.8 	6.4 	5.4 	6.0 	5.0 	4.0 	5.1 	4.0 	4.2 	5.9 u	4.8 	5.4 	5.0 u	5.6 	5.6 u	7.0 	6.5 	4.2 	3.6 u	5.5 u	3.5 	2.9 u	8.1 	7.5 	6.1 	: u	7.9 	7.4 	3.7 	: 
RTG,ED5-8,LEGTST,T,Y16-24,2013	: 	5.1 e	5.8 	3.2 u	4.6 u	: u	5.9 	5.7 	4.7 	3.3 	3.2 	4.7 	: u	3.8 u	3.5 	5.5 	5.8 	6.3 u	5.8 	4.1 	6.3 	6.5 u	4.9 	3.7 u	6.4 u	1.4 u	4.5 	7.5 u	6.8 	6.1 	: u	7.7 	7.0 	3.7 u	: 
RTG,ED5-8,LEGTST,T,Y25-34,2013	: 	5.3 	5.5 	3.6 	4.8 	8.0 	6.3 	6.2 	5.5 	3.8 	3.3 	5.3 	3.7 	4.1 	3.5 	5.1 	5.3 	6.4 	5.8 	5.3 	6.8 	6.7 	4.8 	3.4 	6.1 	3.3 	4.2 	7.5 	7.0 	6.1 	6.3 	7.7 	7.4 	3.3 	: 
RTG,ED5-8,LEGTST,T,Y35-49,2013	: 	5.3 	5.7 	3.7 	4.5 	7.9 	6.3 	5.8 	5.5 	4.2 	3.3 	5.1 	4.0 	4.5 	3.6 	5.0 	5.4 	5.9 	5.6 	4.9 	6.8 	6.4 	4.5 	3.5 	5.8 	3.1 	4.0 	7.7 	7.1 	6.1 	6.1 	7.6 	7.4 	3.3 	: 
RTG,ED5-8,LEGTST,T,Y50-64,2013	: 	5.3 	5.3 	3.6 	4.0 	7.8 	5.7 	5.3 	5.3 	4.4 	3.4 	5.3 	3.6 	4.5 	4.1 	4.6 	4.7 	5.9 	5.2 	5.3 	6.8 	6.6 	4.3 	3.2 	5.9 	2.9 	3.6 	7.5 	6.9 	5.9 	6.4 	7.5 	7.3 	3.2 	: 
RTG,ED5-8,LEGTST,T,Y65-74,2013	: 	5.4 	5.3 	3.5 	3.8 	7.9 	5.8 	5.0 	5.8 	4.7 	3.7 	5.0 	3.6 	4.2 	4.8 	4.4 	5.0 	6.1 	5.3 	5.4 	6.6 	6.7 	4.6 	3.0 	5.7 	2.7 	4.0 	7.6 	6.8 	5.9 	6.1 u	7.7 	7.0 	3.5 	: 
RTG,ED5-8,LEGTST,T,Y_GE16,2013	: 	5.3 	5.5 	3.6 	4.4 	7.9 	6.1 	5.6 	5.5 	4.2 	3.4 	5.2 	3.8 	4.3 	3.7 	4.9 	5.2 	6.1 	5.5 	5.2 	6.8 	6.6 	4.6 	3.4 	6.0 	3.0 	4.0 	7.6 	7.0 	6.1 	6.2 	7.6 	7.3 	3.3 	: 
RTG,ED5-8,LEGTST,T,Y_GE75,2013	: 	5.8 e	5.5 	3.4 	4.3 	7.8 	6.3 	5.5 	6.0 	4.8 	4.1 	5.1 	3.9 	4.0 	5.8 	4.9 	5.0 	5.1 u	5.7 	6.3 u	6.9 	6.6 	4.4 	3.9 	5.5 	3.2 	3.0 u	8.1 	7.4 	6.3 	7.5 u	7.8 	7.4 	3.5 	: 
RTG,ED5-8,OTHTST,F,Y16-24,2013	: 	6.1 u	6.1 	5.0 u	6.5 u	: u	5.7 u	6.3 u	6.2 u	6.2 u	6.9 	4.8 	: u	5.8 u	4.4 	7.6 u	7.4 u	: u	6.0 	5.4 u	7.0 u	6.6 u	6.7 	6.2 u	6.7 u	: u	6.5 	8.0 u	7.5 	5.9 	: u	7.5 u	6.1 u	5.1 u	: 
RTG,ED5-8,OTHTST,F,Y25-34,2013	: 	6.2 	5.9 	4.6 	5.9 	8.9 	6.0 	6.6 	6.5 	6.1 	6.6 	5.4 	5.9 	6.2 	4.8 	7.0 	6.5 	6.0 	6.0 	6.2 	7.1 	6.6 	6.2 	5.9 	6.8 	6.8 	6.2 	8.1 	7.3 	6.3 	7.4 	7.6 	6.7 	4.6 	: 
RTG,ED5-8,OTHTST,F,Y35-49,2013	: 	6.3 	6.1 	4.5 	5.9 	8.8 	5.9 	6.1 	6.7 	5.8 	6.6 	5.5 	5.4 	6.3 	5.0 	6.8 	6.3 	6.0 	5.7 	6.4 	7.3 	6.3 	6.2 	6.1 	6.6 	6.9 	6.1 	8.0 	7.3 	6.4 	7.7 	7.8 	6.5 	4.9 	: 
RTG,ED5-8,OTHTST,F,Y50-64,2013	: 	6.4 	6.1 	4.7 	5.6 	8.7 	5.9 	6.2 	6.7 	5.4 	6.6 	6.0 	5.8 	6.3 	4.9 	6.8 	6.2 	6.4 	5.7 	6.6 	7.2 	6.8 	6.3 	5.8 	6.1 	6.9 	5.8 	7.6 	7.2 	6.6 	7.4 	8.0 	6.9 	4.6 	: 
RTG,ED5-8,OTHTST,F,Y65-74,2013	: 	6.5 e	6.3 	4.5 	5.6 	9.0 	6.1 	6.0 	6.8 	5.5 	6.8 	6.1 	5.4 	6.1 	5.1 	7.0 	6.6 	6.2 u	5.6 	6.7 u	7.4 	6.5 	6.2 	5.8 	6.6 	7.0 	6.4 	7.6 	7.4 	7.1 	7.7 u	8.1 	6.9 	4.9 	: 
RTG,ED5-8,OTHTST,F,Y_GE16,2013	: 	6.3 	6.1 	4.6 	5.8 	8.8 	6.0 	6.2 	6.6 	5.8 	6.6 	5.6 	5.7 	6.2 	4.9 	6.9 	6.4 	6.0 	5.8 	6.4 	7.2 	6.6 	6.3 	6.0 	6.6 	6.8 	6.1 	7.9 	7.3 	6.5 	7.5 	7.8 	6.7 	4.7 	: 
RTG,ED5-8,OTHTST,F,Y_GE75,2013	: 	6.5 e	6.3 	4.5 	5.4 u	8.4 u	6.4 	6.1 	6.7 	5.9 u	7.0 	5.7 	6.1 u	5.9 	5.5 u	7.0 	6.4 	: u	5.6 	: u	7.4 	6.1 u	6.7 	6.2 u	5.9 u	6.5 u	: u	8.2 	7.4 	7.0 	: u	8.3 u	6.6 	4.3 u	: 
RTG,ED5-8,OTHTST,M,Y16-24,2013	: 	: u	6.5 u	: u	: u	: u	5.7 u	: u	: u	6.1 u	6.7 	5.0 	: u	: u	4.7 u	6.9 u	6.3 u	: u	6.5 u	6.3 u	7.0 u	: u	7.1 u	: u	: u	: u	6.6 	: u	7.4 u	5.7 	: u	7.1 u	5.8 u	: u	: 
RTG,ED5-8,OTHTST,M,Y25-34,2013	: 	6.1 e	6.1 	4.9 	5.8 	8.4 	5.9 	5.9 	6.2 	5.4 	6.6 	5.5 	5.4 u	6.0 	4.8 	6.8 	6.2 	6.1 	6.0 	6.2 	7.2 	6.2 	6.0 	6.2 	6.5 	6.6 	6.0 	7.8 	7.1 	6.0 	7.5 	7.2 	6.3 	4.3 	: 
RTG,ED5-8,OTHTST,M,Y35-49,2013	: 	6.1 	6.0 	4.5 	5.6 	8.4 	5.8 	5.9 	6.5 	5.7 	6.4 	5.4 	5.5 	6.2 	4.7 	6.3 	6.7 	5.8 	5.8 	6.5 	7.1 	6.4 	5.6 	6.0 	6.6 	6.6 	5.8 	7.7 	7.2 	6.1 	7.1 	7.5 	6.6 	4.5 	: 
RTG,ED5-8,OTHTST,M,Y50-64,2013	: 	6.2 	6.0 	4.7 	5.4 	8.3 	5.8 	5.8 	6.5 	5.4 	6.3 	6.0 	5.2 	6.1 	4.8 	6.5 	5.8 	6.1 	5.7 	7.0 	7.3 	6.3 	5.9 	6.0 	6.3 	7.0 	5.6 	7.5 	7.2 	6.5 	7.2 	7.7 	6.9 	4.4 	: 
RTG,ED5-8,OTHTST,M,Y65-74,2013	: 	6.3 	6.2 	4.6 	5.3 	8.3 	6.2 	5.9 	7.1 	5.6 	6.8 	5.7 	5.4 	6.0 	4.9 	6.6 	6.5 	6.4 	5.4 	7.2 	7.0 	6.5 	6.0 	5.6 	6.2 	6.9 	5.6 	7.6 	7.2 	6.7 	7.4 u	7.8 	6.8 	4.3 	: 
RTG,ED5-8,OTHTST,M,Y_GE16,2013	: 	6.2 	6.1 	4.6 	5.7 	8.3 	6.0 	5.9 	6.5 	5.5 	6.5 	5.6 	5.4 	6.1 	4.8 	6.6 	6.3 	6.0 	5.8 	6.6 	7.2 	6.3 	5.9 	6.0 	6.5 	6.7 	5.9 	7.7 	7.2 	6.3 	7.3 	7.5 	6.7 	4.4 	: 
RTG,ED5-8,OTHTST,M,Y_GE75,2013	: 	6.4 e	6.2 	4.1 	5.8 	7.8 	6.4 	6.1 	7.5 	5.7 	6.5 	5.7 	5.5 	6.4 	4.8 u	6.9 	6.6 	6.2 u	5.7 	7.7 u	7.3 	6.2 	5.7 	6.5 u	6.7 u	6.9 	5.2 u	8.1 	7.5 	7.1 	: u	7.4 	6.9 	4.7 	: 
